handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,customTextField1,customTextCharLimit1,customTextMandatory1
2630ad4a-625e-4e76-8c3f-c889c918485a,Product,ברז - TPAD21,Model: אומגה 3<br>Description: אומגה 3 ברז מטבח נשלף<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD21.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD21A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);אומגה 3 (מודל),609_TPAD21,,1089,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acd0aba9-2186-4d7a-8ff0-128d590ecf8a,Product,ברז - TPAD22,Model: מיאמי<br>Description: מיאמי ברז מטבח גבוה<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD22.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD22A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);מיאמי (מודל),610_TPAD22,,602,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f68f6f7-c9e9-4cc8-96cd-7e6eb600d834,Product,אביזרים למקלחת - TPAD23,Model: גאלה<br>Description: גאלה סבוניה למטבח<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD23.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD23A.jpg,סניטריה;ברזים (ק.מ);אביזרים למקלחת (ת.ק);מקלחות וחדרי שירותים (מתחם);גאלה (מודל),611_TPAD23,,97,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b66ecec-5dff-4288-94e8-4484f8030826,Product,ברז - TPAD24,Model: סמרט<br>Description: סמרט ברז פרח נמוך ניקל<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD24.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD24A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט (מודל),612_TPAD24,,481,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69a35c38-8a2d-4914-9a42-5d31d0bba8b0,Product,ברז - TPAD25,Model: סמרט<br>Description: סמרט ברז פרח בינוני ניקל<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD25.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD25A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט (מודל),613_TPAD25,,541,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686ed5e0-a5b5-4e5f-9d03-ae2f1b0bf5e6,Product,אינטרפוץ 3 דרך - TPAD26,Model: סמרט מערכת קיר 3 דרך<br>Description: סמרט כיסוי +ידית 3 דרך<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD26.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD26A.jpg,סניטריה;ברזים (ק.מ);אינטרפוץ 3 דרך (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט מערכת קיר 3 דרך (מודל),614_TPAD26,,152,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c86f50bf-a8de-4c7e-9fc0-2b5180f36340,Product,אינטרפוץ 3 דרך - TPAD27,Model: סמרט מערכת קיר 3 דרך<br>Description: גוף 3 דרך סמרט/קולורדו/קסקד<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD26.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD26A.jpg,סניטריה;ברזים (ק.מ);אינטרפוץ 3 דרך (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט מערכת קיר 3 דרך (מודל),615_TPAD27,,213,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742931c4-6612-4ae9-903a-a4d4510be94e,Product,אינטרפוץ 4 דרך - TPAD28,Model: סמרט מערכת קיר 4 דרך<br>Description: סמרט כיסוי + ידית 4 דרך<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD28.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD28A.jpg,סניטריה;ברזים (ק.מ);אינטרפוץ 4 דרך (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט מערכת קיר 4 דרך (מודל),616_TPAD28,,183,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342525b-f04b-4ce8-b401-d1ab611e0aea,Product,אינטרפוץ 4 דרך - TPAD29,Model: סמרט מערכת קיר 4 דרך<br>Description: גוף 4 דרך סמרט/קולורדו/קסקד<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD28.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD28A.jpg,סניטריה;ברזים (ק.מ);אינטרפוץ 4 דרך (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט מערכת קיר 4 דרך (מודל),617_TPAD29,,304,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6c50f44-bb7f-45a6-b98e-0b9f484bc285,Product,סוללה לאמבטיה - TPAD30,Model: סמרט<br>Description: סמרט סוללה לאמבטיה<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD30.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD30A.jpg,סניטריה;ברזים (ק.מ);סוללה לאמבטיה (ת.ק);מקלחות וחדרי שירותים (מתחם);סמרט (מודל),618_TPAD30,,602,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
