No.,Main_Category,Secondary_Category,Sub_Category,Sub_Category_ID,Type,Related_Area,Complementary_Categories,Complementary_Products,Supplier,Supplier_Code,Brand,Display_the _brand,Model,Diaplay_the_brand,Catalog_Page,Supplier_SKU,Set,HomMe_SKU,Sub_HomMe_SKU,Main_Picture,Other_Pictures,Colors,Material,Product_Name,Description,Promotion_Message,Size,CBM（m³）,Hight_calc,Width_calc,Depth_calc,Thinkness_calc,Material_calc,Cubes_calc,In_Stock,Time_to_order,Cost_Original,Cost_Original_USD,Multiplier_Cost_Handling,Cost_Handling_USD,Multiplier_Cost_Shipping,Cost_Shipping_USD,Multiplier_Cost_Taxes,Cost_Taxes_USD,Multiplier_Cost_ISR_Shipping,Cost_ISR_Shipping_USD,Total_Cost_USD,Dollar_Exchange_Rate,Catalog_Price,Retailer_Discount,Cost_ILS,VAT,Cost_incVAT,Multiplier_Before_Normal_Price,Normal_Price,Multiplier_Shope_Price,Shope_Price,Marketing_Price_Customer,Multiplier_Designer_Price,Designer_Price,Special_Price_Sectorial,Profit,Profit_Prc,Shipping_Info,Return_Policy,Warranty,Additional_Info
661,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,136,D104,,ARMBT469,1,ARMBT469,,,wood,שולחן קפה - ARMBT469,,,90*70*40,0.35,,,,,,,,,,84.98333333,1.5,,,,,,,,127.475,3.5,,,297,17%,348,2.5,870,,,,2.2,766,,418,54.5%,,,,
662,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,136,M080,,ARMBT471,1,ARMBT471,,,wood+iron painting,שולחן קפה - ARMBT471,,,¢70*56,0.17,,,,,,,,,,83.23,1.5,,,,,,,,124.845,3.5,,,291,17%,341,2.5,852,,,,2.2,750,,409,54.5%,,,,
663,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,136,M080,,ARMBT471,2,ARMBT471,,,wood+iron painting,שולחן קפה - ARMBT471,,,¢120*77,0.3,,,,,,,,,,183.2,1.5,,,,,,,,274.8,3.5,,,641,17%,750,2.5,1876,,,,2.2,1650,,900,54.5%,,,,
664,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,136,G046,,ARMBT472,1,ARMBT472,,,PU+S/S ,שולחן קפה - ARMBT472,,,60*45*95,0.15,,,,,,,,,,79.51666667,1.5,,,,,,,,119.275,3.5,,,278,17%,326,2.5,814,,,,2.2,716,,391,54.5%,,,,
665,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,137,D69,,ARMBT473,1,ARMBT473,"ARMBT473A, ARMBT473B",,12mm tempered glass&s-s,שולחן קפה - ARMBT473,,,¢80*50,0.079,,,,,,,,,,62.83433333,1.5,,,,,,,,94.2515,3.5,,,220,17%,257,2.5,643,,,,2.2,566,,309,54.5%,,,,
666,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,138,MG124,,ARMBT474,1,ARMBT474,,,tempered glass&s-s,שולחן קפה - ARMBT474,,,122*45*76,0.2,,,,,,,,,,117.1333333,1.5,,,,,,,,175.7,3.5,,,410,17%,480,2.5,1199,,,,2.2,1055,,576,54.5%,,,,
667,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,138,M124    (L),,ARMBT475,1,ARMBT475,,,tempered glass&s-s,שולחן קפה - ARMBT475,,,102*50*40,0.15,,,,,,,,,,52.01666667,1.5,,,,,,,,78.025,3.5,,,182,17%,213,2.5,533,,,,2.2,469,,256,54.5%,,,,
668,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,138,M124    (S),,ARMBT476,1,ARMBT476,,,tempered glass&s-s,שולחן קפה - ARMBT476,,,50*50*45,0.1,,,,,,,,,,33.56666667,1.5,,,,,,,,50.35,3.5,,,117,17%,137,2.5,344,,,,2.2,302,,165,54.5%,,,,
669,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,138,M126,,ARMBT477,1,ARMBT477,,,tempered glass&s-s,שולחן קפה - ARMBT477,,,Φ100*400,0.35,,,,,,,,,,104.9833333,1.5,,,,,,,,157.475,3.5,,,367,17%,430,2.5,1075,,,,2.2,946,,516,54.5%,,,,
670,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,138,D59,,ARMBT478,1,ARMBT478,,,tempered glass&s-s,שולחן קפה - ARMBT478,,,90*90*35,0.35,,,,,,,,,,129.9833333,1.5,,,,,,,,194.975,3.5,,,455,17%,532,2.5,1331,,,,2.2,1171,,639,54.5%,,,,
