No.,Main_Category,Secondary_Category,Sub_Category,Sub_Category_ID,Type,Related_Area,Complementary_Categories,Complementary_Products,Supplier,Supplier_Code,Brand,Display_the _brand,Model,Diaplay_the_brand,Catalog_Page,Supplier_SKU,Set,HomMe_SKU,Sub_HomMe_SKU,Main_Picture,Other_Pictures,Colors,Material,Product_Name,Description,Promotion_Message,Size,CBM（m³）,Hight_calc,Width_calc,Depth_calc,Thinkness_calc,Material_calc,Cubes_calc,In_Stock,Time_to_order,Cost_Original,Cost_Original_USD,Multiplier_Cost_Handling,Cost_Handling_USD,Multiplier_Cost_Shipping,Cost_Shipping_USD,Multiplier_Cost_Taxes,Cost_Taxes_USD,Multiplier_Cost_ISR_Shipping,Cost_ISR_Shipping_USD,Total_Cost_USD,Dollar_Exchange_Rate,Catalog_Price,Retailer_Discount,Cost_ILS,VAT,Cost_incVAT,Multiplier_Before_Normal_Price,Normal_Price,Multiplier_Shope_Price,Shope_Price,Marketing_Price_Customer,Multiplier_Designer_Price,Designer_Price,Special_Price_Sectorial,Profit,Profit_Prc,Shipping_Info,Return_Policy,Warranty,Additional_Info
55,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0110,,SIAD58,,SIAD58,"SIAD58A,SIAD58B",,CORIAN,CORIAN SINK - SIAD58,כיור קוריאן,,630*360*135,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,950",60%,780,17%,913,2,1825,1.7,1551,17890,1.4,1278,,365,40.0%,,,,
56,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0330,,SIAD59,,SIAD59,"SIAD59A,SIAD59B",,CORIAN,CORIAN SINK - SIAD59,כיור קוריאן,,480*400*135,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,125",60%,850,17%,995,2,1989,1.7,1691,17890,1.4,1392,,398,40.0%,,,,
57,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0320,,SIAD60,,SIAD60,"SIAD60A,SIAD60B",,CORIAN,CORIAN SINK - SIAD60,כיור קוריאן,,450*450*135,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,125",60%,850,17%,995,2,1989,1.7,1691,17890,1.4,1392,,398,40.0%,,,,
58,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPC-030,,SIAD61,,SIAD61,SIAD61A,,CORIAN,CORIAN SINK - SIAD61,כיור קוריאן,,400*400*150,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,950",60%,780,17%,913,2,1825,1.7,1551,17890,1.4,1278,,365,40.0%,,,,
59,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPA-01010,,SIAD62,,SIAD62,,,CORIAN,CORIAN SINK - SIAD62,כיור קוריאן,,565*372*175,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,250",60%,900,17%,1053,2,2106,1.7,1790,17890,1.4,1474,,421,40.0%,,,,
60,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPA-0300,,SIAD63,,SIAD63,,,CORIAN,CORIAN SINK - SIAD63,כיור קוריאן,,650*352*150,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,100",60%,840,17%,983,2,1966,1.7,1671,17890,1.4,1376,,393,40.0%,,,,
61,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPC-070,,SIAD64,,SIAD64,SIAD64A,,CORIAN,CORIAN SINK - SIAD64,כיור קוריאן,,460*340*355,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,950",60%,780,17%,913,2,1825,1.7,1551,17890,1.4,1278,,365,40.0%,,,,
62,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPA-01020,,SIAD65,,SIAD65,,,CORIAN,CORIAN SINK - SIAD65,כיור קוריאן,,580*360*200,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,125",60%,850,17%,995,2,1989,1.7,1691,17890,1.4,1392,,398,40.0%,,,,
63,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPD-010,,SIAD66,,SIAD66,SIAD66A,,CORIAN,CORIAN SINK - SIAD66,כיור קוריאן,,500*450*200,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,225",60%,890,17%,1041,2,2083,1.7,1770,17890,1.4,1458,,417,40.0%,,,,
64,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPD-030,,SIAD67,,SIAD67,SIAD67A,,CORIAN,CORIAN SINK - SIAD67,כיור קוריאן,,520*415*165,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,800",60%,720,17%,842,2,1685,1.7,1432,17890,1.4,1179,,337,40.0%,,,,
